,,,,DEC,JUN,MAR,SEP
Xbox One (XOne),Microsoft,Europe,2018,469.99999999999886,30.000000000001137,1219.9999999999989,259.9999999999998
Xbox One (XOne),Microsoft,Europe,2019,0.0,0.0,820.0000000000002,0.0
Xbox One (XOne),Microsoft,Europe,2020,70.00000000000028,280.00000000000114,169.99999999999994,119.99999999999922
Xbox One (XOne),Microsoft,Japan,2013,0.0,0.0,0.0,0.0
Xbox One (XOne),Microsoft,Japan,2014,40.0,0.0,0.0,0.0
Xbox One (XOne),Microsoft,Japan,2015,0.0,0.0,10.000000000000002,9.999999999999996
Xbox One (XOne),Microsoft,Japan,2016,0.0,0.0,10.000000000000009,0.0
Xbox One (XOne),Microsoft,Japan,2017,0.0,0.0,9.999999999999996,0.0
Xbox One (XOne),Microsoft,Japan,2018,0.0,0.0,9.999999999999996,10.000000000000009
Xbox One (XOne),Microsoft,Japan,2019,0.0,0.0,9.999999999999996,0.0
Xbox One (XOne),Microsoft,Japan,2020,0.0,9.999999999999996,0.0,0.0
Xbox One (XOne),Microsoft,North America,2013,0.0,0.0,0.0,0.0
Xbox One (XOne),Microsoft,North America,2014,1259.9999999999998,730.0,2430.0,389.99999999999966
Xbox One (XOne),Microsoft,North America,2015,1170.0,710.0,2270.0000000000005,600.0000000000006
Xbox One (XOne),Microsoft,North America,2016,910.0,610.0000000000013,2889.999999999998,629.999999999999
Xbox One (XOne),Microsoft,North America,2017,439.9999999999977,679.9999999999998,2939.9999999999995,470.0000000000024
Xbox One (XOne),Microsoft,North America,2018,709.9999999999973,910.0,3230.0000000000005,510.0000000000016
Xbox One (XOne),Microsoft,North America,2019,550.0000000000007,690.0000000000013,2340.0,350.0000000000014
Xbox One (XOne),Microsoft,North America,2020,149.99999999999858,849.9999999999978,1769.9999999999995,350.0000000000014
Xbox One (XOne),Microsoft,Other,2013,0.0,0.0,0.0,0.0
Xbox One (XOne),Microsoft,Other,2014,620.0,79.99999999999999,220.0,60.0
Xbox One (XOne),Microsoft,Other,2015,260.0,149.99999999999991,340.00000000000006,80.00000000000007
Xbox One (XOne),Microsoft,Other,2016,149.99999999999991,149.99999999999991,440.0,120.00000000000011
Xbox One (XOne),Microsoft,Other,2017,220.0000000000002,129.9999999999999,460.0,160.00000000000014
Xbox One (XOne),Microsoft,Other,2018,179.99999999999972,0.0,529.9999999999998,70.00000000000028
Xbox One (XOne),Microsoft,Other,2019,0.0,0.0,270.00000000000045,0.0
Xbox One (XOne),Microsoft,Other,2020,20.000000000000465,0.0,0.0,69.9999999999994
